1	0	1	0
2	0	2	0
3	0	5	0
4	0	6	0
5	0	9	0
6	0	10	0
7	0	13	0
8	0	14	0
9	0	17	0
10	0	18	0
11	0	21	0
12	0	22	0
13	0	25	0
14	0	26	0
15	0	29	0
16	0	30	0
17	0	33	0
18	0	34	0
19	0	37	0
20	0	38	0
21	0	41	0
22	0	42	0
23	0	45	0
24	0	46	0
25	0	1	1
26	0	2	1
27	0	5	1
28	0	6	1
29	0	9	1
30	0	10	1
31	0	13	1
32	0	14	1
33	0	17	1
34	0	18	1
35	0	21	1
36	0	22	1
37	0	25	1
38	0	26	1
39	0	29	1
40	0	30	1
41	0	33	1
42	0	34	1
43	0	37	1
44	0	38	1
45	0	41	1
46	0	42	1
47	0	45	1
48	0	46	1
49	1	1	0
50	1	2	0
51	1	5	0
52	1	6	0
53	1	9	0
54	1	10	0
55	1	13	0
56	1	14	0
57	1	17	0
58	1	18	0
59	1	21	0
60	1	22	0
61	1	25	0
62	1	26	0
63	1	29	0
64	1	30	0
65	1	33	0
66	1	34	0
67	1	37	0
68	1	38	0
69	1	41	0
70	1	42	0
71	1	45	0
72	1	46	0
73	1	1	1
74	1	2	1
75	1	5	1
76	1	6	1
77	1	9	1
78	1	10	1
79	1	13	1
80	1	14	1
81	1	17	1
82	1	18	1
83	1	21	1
84	1	22	1
85	1	25	1
86	1	26	1
87	1	29	1
88	1	30	1
89	1	33	1
90	1	34	1
91	1	37	1
92	1	38	1
93	1	41	1
94	1	42	1
95	1	45	1
96	1	46	1
97	2	1	0
98	2	2	0
99	2	5	0
100	2	6	0
101	2	9	0
102	2	10	0
103	2	13	0
104	2	14	0
105	2	17	0
106	2	18	0
107	2	21	0
108	2	22	0
109	2	25	0
110	2	26	0
111	2	29	0
112	2	30	0
113	2	33	0
114	2	34	0
115	2	37	0
116	2	38	0
117	2	41	0
118	2	42	0
119	2	45	0
120	2	46	0
121	2	1	1
122	2	2	1
123	2	5	1
124	2	6	1
125	2	9	1
126	2	10	1
127	2	13	1
128	2	14	1
129	2	17	1
130	2	18	1
131	2	21	1
132	2	22	1
133	2	25	1
134	2	26	1
135	2	29	1
136	2	30	1
137	2	33	1
138	2	34	1
139	2	37	1
140	2	38	1
141	2	41	1
142	2	42	1
143	2	45	1
144	2	46	1
145	3	0	0
146	3	1	0
147	3	2	0
148	3	3	0
149	3	4	0
150	3	5	0
151	3	6	0
152	3	7	0
153	3	8	0
154	3	9	0
155	3	10	0
156	3	11	0
157	3	12	0
158	3	13	0
159	3	14	0
160	3	15	0
161	3	16	0
162	3	17	0
163	3	18	0
164	3	19	0
165	3	20	0
166	3	21	0
167	3	22	0
168	3	23	0
169	3	24	0
170	3	25	0
171	3	26	0
172	3	27	0
173	3	28	0
174	3	29	0
175	3	30	0
176	3	31	0
177	3	32	0
178	3	33	0
179	3	34	0
180	3	35	0
181	3	36	0
182	3	37	0
183	3	38	0
184	3	39	0
185	3	40	0
186	3	41	0
187	3	42	0
188	3	43	0
189	3	44	0
190	3	45	0
191	3	46	0
192	3	47	0
193	3	0	1
194	3	1	1
195	3	2	1
196	3	3	1
197	3	4	1
198	3	5	1
199	3	6	1
200	3	7	1
201	3	8	1
202	3	9	1
203	3	10	1
204	3	11	1
205	3	12	1
206	3	13	1
207	3	14	1
208	3	15	1
209	3	16	1
210	3	17	1
211	3	18	1
212	3	19	1
213	3	20	1
214	3	21	1
215	3	22	1
216	3	23	1
217	3	24	1
218	3	25	1
219	3	26	1
220	3	27	1
221	3	28	1
222	3	29	1
223	3	30	1
224	3	31	1
225	3	32	1
226	3	33	1
227	3	34	1
228	3	35	1
229	3	36	1
230	3	37	1
231	3	38	1
232	3	39	1
233	3	40	1
234	3	41	1
235	3	42	1
236	3	43	1
237	3	44	1
238	3	45	1
239	3	46	1
240	3	47	1
241	4	0	0
242	4	1	0
243	4	2	0
244	4	3	0
245	4	4	0
246	4	5	0
247	4	6	0
248	4	7	0
249	4	8	0
250	4	9	0
251	4	10	0
252	4	11	0
253	4	12	0
254	4	13	0
255	4	14	0
256	4	15	0
257	4	16	0
258	4	17	0
259	4	18	0
260	4	19	0
261	4	20	0
262	4	21	0
263	4	22	0
264	4	23	0
265	4	24	0
266	4	25	0
267	4	26	0
268	4	27	0
269	4	28	0
270	4	29	0
271	4	30	0
272	4	31	0
273	4	32	0
274	4	33	0
275	4	34	0
276	4	35	0
277	4	36	0
278	4	37	0
279	4	38	0
280	4	39	0
281	4	40	0
282	4	41	0
283	4	42	0
284	4	43	0
285	4	44	0
286	4	45	0
287	4	46	0
288	4	47	0
289	4	0	1
290	4	1	1
291	4	2	1
292	4	3	1
293	4	4	1
294	4	5	1
295	4	6	1
296	4	7	1
297	4	8	1
298	4	9	1
299	4	10	1
300	4	11	1
301	4	12	1
302	4	13	1
303	4	14	1
304	4	15	1
305	4	16	1
306	4	17	1
307	4	18	1
308	4	19	1
309	4	20	1
310	4	21	1
311	4	22	1
312	4	23	1
313	4	24	1
314	4	25	1
315	4	26	1
316	4	27	1
317	4	28	1
318	4	29	1
319	4	30	1
320	4	31	1
321	4	32	1
322	4	33	1
323	4	34	1
324	4	35	1
325	4	36	1
326	4	37	1
327	4	38	1
328	4	39	1
329	4	40	1
330	4	41	1
331	4	42	1
332	4	43	1
333	4	44	1
334	4	45	1
335	4	46	1
336	4	47	1
337	5	0	0
338	5	1	0
339	5	2	0
340	5	3	0
341	5	4	0
342	5	5	0
343	5	6	0
344	5	7	0
345	5	8	0
346	5	9	0
347	5	10	0
348	5	11	0
349	5	12	0
350	5	13	0
351	5	14	0
352	5	15	0
353	5	16	0
354	5	17	0
355	5	18	0
356	5	19	0
357	5	20	0
358	5	21	0
359	5	22	0
360	5	23	0
361	5	24	0
362	5	25	0
363	5	26	0
364	5	27	0
365	5	28	0
366	5	29	0
367	5	30	0
368	5	31	0
369	5	32	0
370	5	33	0
371	5	34	0
372	5	35	0
373	5	36	0
374	5	37	0
375	5	38	0
376	5	39	0
377	5	40	0
378	5	41	0
379	5	42	0
380	5	43	0
381	5	44	0
382	5	45	0
383	5	46	0
384	5	47	0
385	5	0	1
386	5	1	1
387	5	2	1
388	5	3	1
389	5	4	1
390	5	5	1
391	5	6	1
392	5	7	1
393	5	8	1
394	5	9	1
395	5	10	1
396	5	11	1
397	5	12	1
398	5	13	1
399	5	14	1
400	5	15	1
401	5	16	1
402	5	17	1
403	5	18	1
404	5	19	1
405	5	20	1
406	5	21	1
407	5	22	1
408	5	23	1
409	5	24	1
410	5	25	1
411	5	26	1
412	5	27	1
413	5	28	1
414	5	29	1
415	5	30	1
416	5	31	1
417	5	32	1
418	5	33	1
419	5	34	1
420	5	35	1
421	5	36	1
422	5	37	1
423	5	38	1
424	5	39	1
425	5	40	1
426	5	41	1
427	5	42	1
428	5	43	1
429	5	44	1
430	5	45	1
431	5	46	1
432	5	47	1
433	6	0	0
434	6	1	0
435	6	2	0
436	6	3	0
437	6	4	0
438	6	5	0
439	6	6	0
440	6	7	0
441	6	8	0
442	6	9	0
443	6	10	0
444	6	11	0
445	6	12	0
446	6	13	0
447	6	14	0
448	6	15	0
449	6	16	0
